order_id,order_date,customer_id,customer_segment,region,sales_channel,category,product_name,unit_price,quantity,discount_pct,discount_amount,revenue,shipping_cost,total_amount,payment_method,order_status,customer_rating
ORD005315,2022-12-18,CUST02125,New,Central,Mobile App,Books,Science,65.24,4,5,13.05,247.91,0.0,247.91,PayPal,Delivered,4.3
ORD005316,2022-02-07,CUST01765,Returning,East,Mobile App,Electronics,Headphones,1252.4,1,25,313.1,939.3,0.0,939.3,PayPal,Delivered,4.8
ORD005317,2022-11-04,CUST01784,Returning,West,Website,Clothing,Jacket,292.97,4,0,0.0,1171.88,0.0,1171.88,Credit Card,Delivered,4.6
ORD005318,2023-03-07,CUST02782,New,West,Website,Books,Textbook,24.85,2,10,4.97,44.73,8.28,53.01,Credit Card,Delivered,4.2
ORD005319,2022-08-25,CUST02077,Returning,South,Mobile App,Electronics,Tablet,1953.6,4,10,781.44,7032.96,0.0,7032.96,Debit Card,Delivered,3.0
ORD005320,2023-06-30,CUST01691,Premium,Central,Mobile App,Home & Kitchen,Air Fryer,473.71,2,0,0.0,947.42,0.0,947.42,Bank Transfer,Delivered,3.8
ORD005321,2022-02-11,CUST02350,New,West,Website,Books,Fiction Novel,16.39,1,0,0.0,16.39,1.24,17.63,Crypto,Cancelled,2.1
ORD005322,2023-11-20,CUST01358,Returning,Central,Website,Home & Kitchen,Vacuum Cleaner,340.86,3,20,204.52,818.06,0.0,818.06,PayPal,Delivered,3.5
ORD005323,2023-04-17,CUST02657,Returning,West,Website,Books,Textbook,13.17,1,5,0.66,12.51,16.96,29.47,Crypto,Returned,1.1
ORD005324,2022-08-29,CUST02859,Returning,North,Website,Clothing,Jacket,189.55,1,0,0.0,189.55,0.0,189.55,Crypto,Pending,1.3
ORD005325,2024-12-06,CUST01772,New,North,Website,Sports & Outdoors,Tent,426.37,5,20,426.37,1705.48,0.0,1705.48,Debit Card,Cancelled,3.3
ORD005326,2022-07-08,CUST00681,New,East,Mobile App,Electronics,Headphones,1189.75,2,0,0.0,2379.5,0.0,2379.5,Crypto,Delivered,4.0
ORD005327,2023-09-12,CUST01320,New,East,Marketplace,Home & Kitchen,Cookware Set,457.82,1,5,22.89,434.93,0.0,434.93,Crypto,Cancelled,2.5
ORD005328,2022-04-07,CUST00038,New,West,Website,Books,Self-Help,67.55,4,15,40.53,229.67,0.0,229.67,Debit Card,Delivered,4.7
ORD005329,2023-11-10,CUST00262,Returning,North,Social Media,Home & Kitchen,Bed Sheets,467.48,3,5,70.12,1332.32,0.0,1332.32,Bank Transfer,Delivered,4.8
ORD005330,2023-08-19,CUST02838,Premium,East,Website,Clothing,Jeans,234.71,2,5,23.47,445.95,0.0,445.95,PayPal,Pending,2.1
ORD005331,2024-05-26,CUST02289,Returning,West,Website,Clothing,T-Shirt,32.56,1,0,0.0,32.56,10.26,42.82,Debit Card,Delivered,3.9
ORD005332,2024-02-03,CUST01433,New,North,Mobile App,Electronics,Tablet,1332.29,5,0,0.0,6661.45,0.0,6661.45,PayPal,Delivered,4.2
ORD005333,2023-11-15,CUST02259,Returning,West,Mobile App,Books,Science,26.01,1,0,0.0,26.01,16.67,42.68,PayPal,Cancelled,3.0
ORD005334,2023-01-23,CUST02965,Premium,South,Website,Books,Self-Help,33.97,1,15,5.1,28.87,21.8,50.67,Debit Card,Delivered,5.0
ORD005335,2023-08-01,CUST00797,Returning,North,Social Media,Beauty & Personal Care,Sunscreen,136.13,2,0,0.0,272.26,0.0,272.26,PayPal,Pending,1.3
ORD005336,2023-09-25,CUST02716,New,Central,Website,Clothing,Hoodie,267.44,1,0,0.0,267.44,0.0,267.44,Crypto,Delivered,3.2
ORD005337,2024-11-09,CUST00830,New,Central,Website,Books,History,26.74,2,0,0.0,53.48,4.37,57.85,Credit Card,Delivered,4.2
ORD005338,2023-08-30,CUST02552,New,West,Mobile App,Books,History,68.32,1,10,6.83,61.49,4.43,65.92,Crypto,Delivered,3.6
ORD005339,2024-08-24,CUST01118,Premium,West,Mobile App,Books,History,48.13,1,5,2.41,45.72,15.2,60.92,Debit Card,Cancelled,2.7
ORD005340,2022-12-26,CUST00301,Returning,South,Mobile App,Books,Self-Help,16.49,3,20,9.89,39.58,21.08,60.66,Credit Card,Delivered,3.1
ORD005341,2022-12-30,CUST02183,Returning,South,Website,Beauty & Personal Care,Sunscreen,99.33,4,0,0.0,397.32,0.0,397.32,Bank Transfer,Cancelled,1.5
ORD005342,2022-06-24,CUST00882,Returning,Central,Website,Home & Kitchen,Cookware Set,428.83,1,0,0.0,428.83,0.0,428.83,Crypto,Delivered,3.5
ORD005343,2022-08-15,CUST01531,VIP,North,Website,Books,Textbook,30.49,1,0,0.0,30.49,22.72,53.21,Crypto,Delivered,4.8
ORD005344,2022-01-08,CUST02120,VIP,West,Mobile App,Beauty & Personal Care,Face Wash,26.07,2,15,7.82,44.32,24.52,68.84,Bank Transfer,Pending,1.1
ORD005345,2022-04-04,CUST02932,New,West,Mobile App,Clothing,Jacket,246.78,2,20,98.71,394.85,0.0,394.85,Crypto,Delivered,4.6
ORD005346,2022-06-16,CUST01306,VIP,South,Mobile App,Books,Science,74.16,2,0,0.0,148.32,0.0,148.32,Credit Card,Delivered,4.5
ORD005347,2024-05-21,CUST00340,Premium,South,Website,Clothing,Dress,106.64,1,10,10.66,95.98,23.95,119.93,PayPal,Delivered,4.7
ORD005348,2022-12-19,CUST02633,Returning,North,Mobile App,Books,Self-Help,63.78,3,0,0.0,191.34,0.0,191.34,Crypto,Returned,2.1
ORD005349,2024-08-30,CUST00939,VIP,West,Website,Sports & Outdoors,Yoga Mat,641.72,3,0,0.0,1925.16,0.0,1925.16,Crypto,Delivered,3.9
ORD005350,2024-06-16,CUST02148,New,South,Mobile App,Electronics,Smart Watch,1127.1,5,5,281.77,5353.73,0.0,5353.73,Bank Transfer,Delivered,3.5
ORD005351,2022-04-22,CUST01824,New,South,Social Media,Books,Science,20.51,2,0,0.0,41.02,12.32,53.34,Credit Card,Pending,1.3
ORD005352,2022-09-10,CUST02544,Premium,North,Mobile App,Electronics,Camera,1829.95,1,20,365.99,1463.96,0.0,1463.96,Bank Transfer,Returned,2.1
ORD005353,2022-11-03,CUST02270,Premium,South,Mobile App,Electronics,Speaker,1100.57,1,0,0.0,1100.57,0.0,1100.57,Crypto,Delivered,3.2
ORD005354,2022-08-20,CUST00525,New,North,Website,Books,Science,68.78,1,0,0.0,68.78,8.71,77.49,Bank Transfer,Delivered,4.0
ORD005355,2024-10-25,CUST01869,Returning,East,Mobile App,Clothing,Dress,18.6,1,10,1.86,16.74,21.29,38.03,Crypto,Delivered,3.3
ORD005356,2024-01-03,CUST02441,Returning,South,Mobile App,Books,Science,65.46,5,0,0.0,327.3,0.0,327.3,Crypto,Delivered,3.2
ORD005357,2023-06-29,CUST00651,New,North,Website,Books,History,55.91,1,5,2.8,53.11,22.65,75.76,Debit Card,Delivered,3.8
ORD005358,2022-11-06,CUST01963,Returning,West,Mobile App,Electronics,Smart Watch,1843.74,2,5,184.37,3503.11,0.0,3503.11,PayPal,Delivered,4.1
ORD005359,2024-08-14,CUST00936,VIP,South,Mobile App,Sports & Outdoors,Backpack,178.14,1,15,26.72,151.42,0.0,151.42,PayPal,Pending,1.4
ORD005360,2023-06-21,CUST00545,Premium,East,Mobile App,Beauty & Personal Care,Lipstick,116.84,1,0,0.0,116.84,0.0,116.84,Bank Transfer,Delivered,4.3
ORD005361,2024-04-11,CUST00581,Premium,West,Mobile App,Clothing,Jacket,25.66,4,0,0.0,102.64,0.0,102.64,PayPal,Delivered,4.4
ORD005362,2022-08-30,CUST00940,New,North,Mobile App,Beauty & Personal Care,Perfume,80.65,1,0,0.0,80.65,6.27,86.92,Bank Transfer,Cancelled,1.1
ORD005363,2023-11-15,CUST00482,New,East,Marketplace,Clothing,Sneakers,215.0,1,10,21.5,193.5,0.0,193.5,Credit Card,Delivered,3.1
ORD005364,2022-04-30,CUST01758,Returning,Central,Marketplace,Beauty & Personal Care,Perfume,120.39,1,10,12.04,108.35,0.0,108.35,PayPal,Delivered,4.9
ORD005365,2022-12-18,CUST00929,Returning,North,Website,Beauty & Personal Care,Lipstick,126.48,2,0,0.0,252.96,0.0,252.96,PayPal,Delivered,4.9
ORD005366,2023-01-09,CUST01161,Premium,West,Social Media,Beauty & Personal Care,Lipstick,6.46,1,10,0.65,5.81,22.45,28.26,Crypto,Delivered,3.9
ORD005367,2024-09-16,CUST02857,New,South,Website,Home & Kitchen,Cookware Set,379.6,1,0,0.0,379.6,0.0,379.6,Credit Card,Delivered,4.6
ORD005368,2024-04-25,CUST01844,VIP,North,Website,Electronics,Camera,854.31,1,15,128.15,726.16,0.0,726.16,Bank Transfer,Delivered,3.6
ORD005369,2023-07-14,CUST00408,Returning,East,Social Media,Clothing,Jacket,221.75,2,5,22.18,421.32,0.0,421.32,Credit Card,Delivered,4.0
ORD005370,2023-01-10,CUST00393,Returning,North,Mobile App,Books,Textbook,30.04,1,0,0.0,30.04,19.4,49.44,PayPal,Delivered,3.6
ORD005371,2023-10-25,CUST00325,Returning,North,Mobile App,Electronics,Speaker,742.57,1,0,0.0,742.57,0.0,742.57,Bank Transfer,Delivered,4.3
ORD005372,2024-05-14,CUST02020,Premium,Central,Website,Beauty & Personal Care,Shampoo,27.01,2,30,16.21,37.81,22.72,60.53,Bank Transfer,Delivered,3.5
ORD005373,2022-05-14,CUST01238,Returning,North,Mobile App,Home & Kitchen,Air Fryer,369.83,1,5,18.49,351.34,0.0,351.34,Bank Transfer,Delivered,4.5
ORD005374,2022-08-27,CUST02835,New,Central,Website,Sports & Outdoors,Bicycle,91.64,1,0,0.0,91.64,24.04,115.68,Bank Transfer,Delivered,4.5
ORD005375,2024-05-27,CUST01990,New,East,Website,Books,Textbook,79.03,1,0,0.0,79.03,12.71,91.74,Bank Transfer,Returned,2.3
ORD005376,2023-06-05,CUST00151,Returning,Central,Social Media,Sports & Outdoors,Running Shoes,530.94,1,10,53.09,477.85,0.0,477.85,Debit Card,Delivered,4.0
ORD005377,2023-01-12,CUST01913,New,South,Social Media,Beauty & Personal Care,Shampoo,51.03,2,10,10.21,91.85,2.52,94.37,Crypto,Delivered,3.4
ORD005378,2023-11-18,CUST00879,Returning,East,Website,Beauty & Personal Care,Moisturizer,26.84,3,10,8.05,72.47,8.37,80.84,Bank Transfer,Delivered,4.4
ORD005379,2022-03-30,CUST02513,New,South,Mobile App,Beauty & Personal Care,Moisturizer,66.73,4,0,0.0,266.92,0.0,266.92,PayPal,Returned,1.2
ORD005380,2022-03-11,CUST00634,Premium,North,Marketplace,Electronics,Camera,341.59,1,0,0.0,341.59,0.0,341.59,PayPal,Delivered,4.6
ORD005381,2022-07-06,CUST02645,New,North,Website,Beauty & Personal Care,Shampoo,72.24,4,5,14.45,274.51,0.0,274.51,PayPal,Delivered,4.0
ORD005382,2022-02-21,CUST02900,Returning,Central,Mobile App,Books,Biography,28.9,1,25,7.22,21.68,0.53,22.21,Debit Card,Delivered,3.7
ORD005383,2024-02-27,CUST01133,VIP,South,Mobile App,Electronics,Camera,1865.93,5,20,1865.93,7463.72,0.0,7463.72,Crypto,Delivered,3.3
ORD005384,2023-04-14,CUST01702,Returning,North,Website,Clothing,T-Shirt,101.34,2,5,10.13,192.55,0.0,192.55,PayPal,Delivered,4.8
ORD005385,2024-07-04,CUST01349,Premium,South,Marketplace,Home & Kitchen,Cookware Set,357.85,2,15,107.36,608.34,0.0,608.34,PayPal,Cancelled,2.9
ORD005386,2023-08-17,CUST01163,Premium,South,Marketplace,Electronics,Speaker,189.09,1,5,9.45,179.64,0.0,179.64,Debit Card,Delivered,3.1
ORD005387,2024-04-21,CUST00730,Returning,South,Mobile App,Sports & Outdoors,Yoga Mat,567.89,1,15,85.18,482.71,0.0,482.71,PayPal,Delivered,4.8
ORD005388,2022-01-15,CUST00834,Returning,Central,Mobile App,Beauty & Personal Care,Lipstick,18.26,1,0,0.0,18.26,2.56,20.82,Credit Card,Returned,3.5
ORD005389,2022-03-16,CUST00202,Returning,West,Mobile App,Sports & Outdoors,Bicycle,743.55,4,15,446.13,2528.07,0.0,2528.07,PayPal,Delivered,3.2
ORD005390,2023-08-05,CUST02035,Returning,West,Marketplace,Home & Kitchen,Vacuum Cleaner,205.15,5,0,0.0,1025.75,0.0,1025.75,Crypto,Delivered,3.6
ORD005391,2022-01-15,CUST02374,Returning,Central,Mobile App,Home & Kitchen,Bed Sheets,264.91,1,20,52.98,211.93,0.0,211.93,Credit Card,Delivered,4.2
ORD005392,2024-03-09,CUST01663,Premium,South,Mobile App,Electronics,Tablet,971.44,3,20,582.86,2331.46,0.0,2331.46,PayPal,Delivered,3.1
ORD005393,2022-03-10,CUST00979,New,South,Website,Electronics,Tablet,2139.23,1,5,106.96,2032.27,0.0,2032.27,Bank Transfer,Cancelled,2.0
ORD005394,2024-07-01,CUST02998,New,East,Website,Sports & Outdoors,Backpack,341.78,2,25,170.89,512.67,0.0,512.67,Crypto,Delivered,5.0
ORD005395,2024-06-07,CUST02030,New,East,Marketplace,Beauty & Personal Care,Moisturizer,6.11,2,20,2.44,9.78,15.35,25.13,Crypto,Delivered,3.2
ORD005396,2022-07-09,CUST01799,Premium,North,Mobile App,Beauty & Personal Care,Lipstick,10.2,1,0,0.0,10.2,7.08,17.28,Credit Card,Delivered,4.3
ORD005397,2023-04-10,CUST02673,New,East,Marketplace,Home & Kitchen,Bed Sheets,483.04,1,20,96.61,386.43,0.0,386.43,PayPal,Delivered,4.0
ORD005398,2023-03-04,CUST02310,Returning,South,Mobile App,Books,Textbook,12.24,1,20,2.45,9.79,23.95,33.74,Debit Card,Delivered,4.2
ORD005399,2022-10-08,CUST01459,Returning,North,Mobile App,Beauty & Personal Care,Shampoo,41.51,2,30,24.91,58.11,20.19,78.3,PayPal,Cancelled,2.1
ORD005400,2023-08-28,CUST00250,Premium,West,Mobile App,Home & Kitchen,Coffee Maker,358.85,3,0,0.0,1076.55,0.0,1076.55,PayPal,Delivered,4.0
ORD005401,2023-05-20,CUST02559,New,North,Mobile App,Books,Science,20.7,1,5,1.03,19.67,24.54,44.21,Debit Card,Cancelled,1.4
ORD005402,2023-01-29,CUST01758,VIP,South,Website,Electronics,Laptop,1211.67,1,0,0.0,1211.67,0.0,1211.67,Bank Transfer,Returned,3.4
ORD005403,2022-11-22,CUST01776,Premium,South,Mobile App,Electronics,Laptop,888.32,1,10,88.83,799.49,0.0,799.49,Crypto,Delivered,3.1
ORD005404,2022-07-11,CUST00097,Premium,Central,Mobile App,Clothing,Hoodie,190.82,1,0,0.0,190.82,0.0,190.82,Crypto,Delivered,4.5
ORD005405,2024-08-25,CUST01458,Returning,West,Website,Clothing,Jacket,184.6,1,0,0.0,184.6,0.0,184.6,Debit Card,Delivered,4.4
ORD005406,2024-04-27,CUST00854,Returning,East,Website,Electronics,Smart Watch,1018.72,5,0,0.0,5093.6,0.0,5093.6,Credit Card,Pending,1.3
ORD005407,2023-01-28,CUST02217,VIP,East,Website,Electronics,Speaker,1566.89,1,0,0.0,1566.89,0.0,1566.89,PayPal,Delivered,3.3
ORD005408,2024-01-28,CUST02328,New,South,Mobile App,Beauty & Personal Care,Perfume,19.88,1,0,0.0,19.88,3.88,23.76,Crypto,Delivered,4.3
ORD005409,2022-12-02,CUST02492,Premium,West,Mobile App,Books,Textbook,27.79,2,0,0.0,55.58,12.95,68.53,Debit Card,Pending,2.6
ORD005410,2022-09-13,CUST02571,Returning,North,Marketplace,Home & Kitchen,Vacuum Cleaner,112.37,1,0,0.0,112.37,0.0,112.37,Credit Card,Cancelled,3.2
ORD005411,2024-05-16,CUST02221,Premium,North,Website,Electronics,Camera,1469.97,2,0,0.0,2939.94,0.0,2939.94,Debit Card,Delivered,3.7
ORD005412,2024-08-12,CUST01160,New,North,Website,Electronics,Smart Watch,2160.52,2,20,864.21,3456.83,0.0,3456.83,PayPal,Delivered,5.0
ORD005413,2024-05-04,CUST01226,Returning,South,Website,Beauty & Personal Care,Moisturizer,146.29,2,0,0.0,292.58,0.0,292.58,Bank Transfer,Delivered,4.3
ORD005414,2023-03-31,CUST02063,Returning,South,Website,Beauty & Personal Care,Face Wash,102.37,4,20,81.9,327.58,0.0,327.58,Bank Transfer,Delivered,4.9
ORD005415,2023-10-16,CUST00817,Premium,West,Mobile App,Sports & Outdoors,Running Shoes,154.81,4,0,0.0,619.24,0.0,619.24,Debit Card,Delivered,3.8
ORD005416,2023-08-11,CUST01472,VIP,West,Website,Books,Fiction Novel,35.39,2,0,0.0,70.78,8.6,79.38,Credit Card,Delivered,3.5
ORD005417,2022-07-21,CUST02606,Returning,North,Website,Home & Kitchen,Vacuum Cleaner,187.9,2,30,112.74,263.06,0.0,263.06,PayPal,Delivered,4.4
ORD005418,2023-11-16,CUST00867,Premium,North,Website,Home & Kitchen,Vacuum Cleaner,377.58,2,15,113.27,641.89,0.0,641.89,Credit Card,Delivered,3.1
ORD005419,2023-01-17,CUST00429,Premium,West,Website,Sports & Outdoors,Dumbbells,124.46,3,0,0.0,373.38,0.0,373.38,Bank Transfer,Delivered,3.7
ORD005420,2022-07-24,CUST02619,New,Central,Mobile App,Electronics,Speaker,1987.1,1,20,397.42,1589.68,0.0,1589.68,Debit Card,Delivered,3.2
ORD005421,2022-04-24,CUST01821,New,Central,Mobile App,Books,Textbook,75.1,1,5,3.75,71.35,0.04,71.39,Crypto,Delivered,4.8
ORD005422,2022-04-19,CUST00235,Returning,West,Mobile App,Home & Kitchen,Vacuum Cleaner,270.98,1,15,40.65,230.33,0.0,230.33,PayPal,Delivered,4.3
ORD005423,2022-10-27,CUST00990,Premium,Central,Social Media,Home & Kitchen,Coffee Maker,318.63,5,0,0.0,1593.15,0.0,1593.15,Bank Transfer,Delivered,3.9
ORD005424,2022-10-21,CUST00062,Returning,Central,Mobile App,Home & Kitchen,Vacuum Cleaner,292.35,1,25,73.09,219.26,0.0,219.26,PayPal,Delivered,4.8
ORD005425,2022-04-27,CUST01970,Premium,South,Mobile App,Clothing,Jacket,147.03,1,0,0.0,147.03,0.0,147.03,Debit Card,Delivered,3.4
ORD005426,2024-07-14,CUST00547,Returning,North,Mobile App,Clothing,T-Shirt,186.58,2,5,18.66,354.5,0.0,354.5,Credit Card,Delivered,3.1
ORD005427,2022-09-24,CUST00597,Returning,East,Mobile App,Sports & Outdoors,Running Shoes,46.14,1,25,11.54,34.6,12.79,47.39,Crypto,Delivered,4.8
ORD005428,2024-09-17,CUST00841,New,East,Website,Books,Science,71.19,2,5,7.12,135.26,0.0,135.26,Bank Transfer,Cancelled,3.5
ORD005429,2023-01-24,CUST01812,Returning,West,Social Media,Books,Biography,40.8,1,0,0.0,40.8,12.02,52.82,Debit Card,Delivered,3.1
ORD005430,2023-05-29,CUST02804,Returning,East,Marketplace,Books,Biography,71.42,2,10,14.28,128.56,0.0,128.56,Credit Card,Delivered,5.0
ORD005431,2024-08-02,CUST00150,VIP,South,Website,Books,Science,18.49,1,10,1.85,16.64,6.8,23.44,Bank Transfer,Delivered,3.3
ORD005432,2024-08-28,CUST02008,Returning,East,Website,Home & Kitchen,Air Fryer,131.15,1,0,0.0,131.15,0.0,131.15,Crypto,Delivered,4.0
ORD005433,2024-12-12,CUST02147,VIP,North,Mobile App,Clothing,Dress,161.89,2,5,16.19,307.59,0.0,307.59,Debit Card,Delivered,3.9
ORD005434,2023-12-29,CUST01454,VIP,East,Marketplace,Books,Textbook,29.05,2,20,11.62,46.48,11.9,58.38,Debit Card,Delivered,3.1
ORD005435,2023-10-20,CUST00116,VIP,South,Website,Clothing,Hoodie,289.8,1,0,0.0,289.8,0.0,289.8,Crypto,Delivered,3.9
ORD005436,2024-08-21,CUST02124,Returning,South,Social Media,Clothing,Boots,150.55,1,10,15.05,135.5,0.0,135.5,Debit Card,Delivered,4.6
ORD005437,2024-04-07,CUST00853,New,Central,Website,Beauty & Personal Care,Perfume,131.86,2,0,0.0,263.72,0.0,263.72,PayPal,Delivered,4.7
ORD005438,2024-12-23,CUST02133,New,West,Website,Books,Textbook,24.12,2,0,0.0,48.24,12.6,60.84,Crypto,Delivered,3.2
ORD005439,2023-08-25,CUST02926,VIP,North,Mobile App,Books,History,73.62,1,25,18.41,55.21,0.99,56.2,Crypto,Delivered,4.3
ORD005440,2023-04-22,CUST00346,Returning,East,Website,Books,History,52.99,2,0,0.0,105.98,0.0,105.98,Bank Transfer,Delivered,3.4
ORD005441,2024-03-07,CUST00837,Returning,West,Website,Electronics,Headphones,669.58,3,5,100.44,1908.3,0.0,1908.3,Credit Card,Delivered,4.9
ORD005442,2023-06-11,CUST02539,New,West,Website,Books,Science,57.68,1,5,2.88,54.8,21.24,76.04,PayPal,Pending,3.2
ORD005443,2022-10-24,CUST01977,New,Central,Website,Sports & Outdoors,Tent,113.1,4,0,0.0,452.4,0.0,452.4,Credit Card,Delivered,4.5
ORD005444,2024-12-25,CUST02761,New,West,Mobile App,Home & Kitchen,Bed Sheets,426.45,1,25,106.61,319.84,0.0,319.84,Crypto,Delivered,3.5
ORD005445,2023-06-05,CUST00488,Premium,East,Social Media,Clothing,Hoodie,208.79,2,20,83.52,334.06,0.0,334.06,Debit Card,Delivered,3.6
ORD005446,2023-12-20,CUST02516,Premium,North,Social Media,Home & Kitchen,Coffee Maker,470.3,1,0,0.0,470.3,0.0,470.3,Bank Transfer,Delivered,4.7
ORD005447,2024-05-01,CUST00992,Premium,North,Social Media,Sports & Outdoors,Dumbbells,469.33,1,10,46.93,422.4,0.0,422.4,Debit Card,Delivered,4.0
ORD005448,2023-06-17,CUST00605,Premium,East,Marketplace,Clothing,Boots,156.64,3,5,23.5,446.42,0.0,446.42,Bank Transfer,Delivered,4.3
ORD005449,2022-09-09,CUST02846,New,South,Marketplace,Home & Kitchen,Air Fryer,406.64,2,5,40.66,772.62,0.0,772.62,Credit Card,Delivered,5.0
ORD005450,2024-02-01,CUST01650,New,North,Social Media,Clothing,T-Shirt,168.71,2,0,0.0,337.42,0.0,337.42,PayPal,Cancelled,3.1
ORD005451,2022-01-31,CUST01159,New,West,Marketplace,Beauty & Personal Care,Moisturizer,55.71,5,30,83.56,194.99,0.0,194.99,Credit Card,Delivered,4.0
ORD005452,2023-05-18,CUST00541,New,East,Website,Electronics,Smartphone,2075.12,4,10,830.05,7470.43,0.0,7470.43,Debit Card,Returned,1.5
ORD005453,2024-03-06,CUST00728,Premium,East,Social Media,Beauty & Personal Care,Moisturizer,113.43,2,5,11.34,215.52,0.0,215.52,Bank Transfer,Delivered,4.3
ORD005454,2023-06-06,CUST00495,Returning,East,Website,Home & Kitchen,Bed Sheets,419.05,1,0,0.0,419.05,0.0,419.05,Debit Card,Delivered,3.4
ORD005455,2022-05-22,CUST00192,Premium,West,Social Media,Electronics,Headphones,1645.18,1,0,0.0,1645.18,0.0,1645.18,PayPal,Delivered,4.0
ORD005456,2022-09-18,CUST01108,New,North,Website,Electronics,Laptop,1723.12,1,0,0.0,1723.12,0.0,1723.12,Crypto,Delivered,3.8
ORD005457,2024-11-13,CUST02739,Returning,Central,Marketplace,Clothing,Hoodie,147.45,2,0,0.0,294.9,0.0,294.9,Debit Card,Delivered,3.3
ORD005458,2022-02-20,CUST02448,Returning,East,Website,Beauty & Personal Care,Shampoo,108.21,5,5,27.05,514.0,0.0,514.0,PayPal,Pending,1.9
ORD005459,2024-10-22,CUST02186,Premium,South,Website,Electronics,Headphones,197.02,1,15,29.55,167.47,0.0,167.47,PayPal,Cancelled,3.3
ORD005460,2024-10-31,CUST01936,New,North,Marketplace,Clothing,Jacket,174.37,2,20,69.75,278.99,0.0,278.99,Bank Transfer,Delivered,4.1
ORD005461,2023-01-07,CUST00269,Returning,West,Website,Electronics,Tablet,1936.77,3,0,0.0,5810.31,0.0,5810.31,Crypto,Delivered,4.3
ORD005462,2024-03-09,CUST01932,New,West,Marketplace,Books,History,16.52,2,0,0.0,33.04,14.29,47.33,Crypto,Delivered,4.0
ORD005463,2023-04-22,CUST02957,Returning,South,Mobile App,Clothing,Jacket,177.84,1,5,8.89,168.95,0.0,168.95,PayPal,Delivered,3.7
ORD005464,2024-09-25,CUST00342,Returning,North,Website,Books,Textbook,49.49,2,5,4.95,94.03,24.66,118.69,Bank Transfer,Delivered,4.2
ORD005465,2024-03-02,CUST00954,New,Central,Social Media,Books,Textbook,24.97,1,0,0.0,24.97,9.8,34.77,Credit Card,Delivered,4.1
ORD005466,2022-11-23,CUST01590,New,South,Website,Sports & Outdoors,Bicycle,11.54,2,15,3.46,19.62,16.13,35.75,Debit Card,Delivered,3.0
ORD005467,2022-05-24,CUST01846,Premium,Central,Website,Home & Kitchen,Cookware Set,84.81,1,20,16.96,67.85,8.68,76.53,Credit Card,Delivered,4.6
ORD005468,2024-09-04,CUST00404,Returning,South,Website,Books,Self-Help,61.42,2,0,0.0,122.84,0.0,122.84,Crypto,Delivered,4.8
ORD005469,2023-01-24,CUST00423,Premium,Central,Mobile App,Beauty & Personal Care,Face Wash,62.79,1,20,12.56,50.23,15.36,65.59,Debit Card,Returned,1.3
ORD005470,2024-07-25,CUST00991,Premium,East,Website,Sports & Outdoors,Tent,302.06,3,0,0.0,906.18,0.0,906.18,Crypto,Delivered,4.9
ORD005471,2024-11-22,CUST02903,Returning,West,Website,Beauty & Personal Care,Sunscreen,56.42,1,0,0.0,56.42,9.86,66.28,Crypto,Returned,2.2
ORD005472,2022-09-30,CUST02710,Returning,North,Mobile App,Electronics,Tablet,1803.33,2,25,901.66,2705.0,0.0,2705.0,PayPal,Delivered,3.9
ORD005473,2023-04-25,CUST01700,Premium,Central,Mobile App,Beauty & Personal Care,Shampoo,10.04,3,0,0.0,30.12,8.03,38.15,Crypto,Delivered,4.2
ORD005474,2022-12-27,CUST00131,New,West,Mobile App,Home & Kitchen,Coffee Maker,170.47,2,25,85.23,255.71,0.0,255.71,Bank Transfer,Delivered,3.3
ORD005475,2022-05-23,CUST01517,New,North,Social Media,Sports & Outdoors,Running Shoes,740.0,5,15,555.0,3145.0,0.0,3145.0,Credit Card,Delivered,4.0
ORD005476,2022-04-16,CUST01678,Returning,South,Mobile App,Electronics,Speaker,1139.28,4,5,227.86,4329.26,0.0,4329.26,PayPal,Pending,1.7
ORD005477,2024-08-21,CUST01065,Returning,West,Website,Electronics,Speaker,1438.46,5,30,2157.69,5034.61,0.0,5034.61,Debit Card,Delivered,3.3
ORD005478,2023-11-13,CUST02834,Returning,East,Social Media,Home & Kitchen,Coffee Maker,228.8,1,20,45.76,183.04,0.0,183.04,Bank Transfer,Cancelled,2.3
ORD005479,2024-01-03,CUST01718,Premium,East,Website,Electronics,Smartphone,2103.56,3,0,0.0,6310.68,0.0,6310.68,Debit Card,Delivered,4.3
ORD005480,2023-02-22,CUST02175,Returning,West,Marketplace,Electronics,Headphones,2005.6,1,10,200.56,1805.04,0.0,1805.04,Bank Transfer,Delivered,3.7
ORD005481,2023-02-04,CUST02288,New,Central,Social Media,Beauty & Personal Care,Shampoo,37.95,2,20,15.18,60.72,7.15,67.87,Debit Card,Delivered,3.3
ORD005482,2024-12-11,CUST00310,Returning,North,Mobile App,Sports & Outdoors,Yoga Mat,86.61,1,0,0.0,86.61,5.03,91.64,Crypto,Returned,3.0
ORD005483,2023-12-05,CUST01067,New,East,Social Media,Sports & Outdoors,Dumbbells,471.48,2,25,235.74,707.22,0.0,707.22,Bank Transfer,Delivered,3.2
ORD005484,2024-01-24,CUST02264,Premium,West,Marketplace,Sports & Outdoors,Running Shoes,53.77,1,5,2.69,51.08,18.85,69.93,PayPal,Cancelled,2.8
ORD005485,2023-03-25,CUST00532,New,South,Website,Electronics,Smart Watch,536.36,1,10,53.64,482.72,0.0,482.72,Crypto,Cancelled,1.1
